停留所名,事業者名,バス系統
旧浜村（気高町）,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
吉川公園前,日本交通（株）,38・38H　北園団地線
城北団地,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 鳥取砂丘コナン空港連絡バス, 中河原　鳥取駅〜山崎橋"
城北団地,日本交通（株）,"30　大森中央病院線, 32　岩美岩井線, 32H　岩美岩井線, 33　岩美岩井線, 35・36H・37　十六本松線, 38・38H　北園団地線"
城北団地,日本交通（株）・日ノ丸自動車（株）,39　鳥取砂丘線
高浜団地,鳥取市,鳥取市気高循環バス瑞穂宝木線
高松（境港市）,日ノ丸自動車（株）,外浜境港　米子駅〜境港駅
姉泊,鳥取市,鳥取市気高循環バス船磯線
百谷公民館,日ノ丸自動車（株）,百谷　鳥取駅〜百谷公民館前
宝木,鳥取市,"鳥取市気高循環バス宝木河内線, 鳥取市気高循環バス瑞穂宝木線"
琴浦町赤碕分庁舎前,琴浦町,琴浦町営バス琴浦海岸線
仲之町,琴浦町,琴浦町営バス琴浦海岸線
西仲町,琴浦町,琴浦町営バス琴浦海岸線
琴浦町役場分庁舎前,日ノ丸自動車（株）,赤碕　倉吉駅〜赤碕駅
駅南団地,日ノ丸自動車（株）,"日置　青谷町総合支所〜小畑上, 勝部　青谷町総合支所〜桑原"
駅南団地,鳥取市,鳥取市絹見バス絹見線
赤碕中学校前（琴浦町）,琴浦町,琴浦町営バス船上山線
宝木駅,鳥取市,"鳥取市気高循環バス宝木河内線, 鳥取市気高循環バス瑞穂宝木線"
八幡坂,日ノ丸自動車（株）,赤碕　倉吉駅〜赤碕駅
北浜,鳥取市,"鳥取市気高循環バス逢坂線, 鳥取市気高循環バス船磯線"
松並町,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
岩吉,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
JA赤碕支所前,日ノ丸自動車（株）,赤碕　倉吉駅〜赤碕駅
JA赤碕支所前,琴浦町,琴浦町営バス琴浦海岸線
真子川,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
石脇,日本交通（株）,"橋津線　湯梨浜町役場前経由, 橋津線　はわい温泉経由, 橋津線　R179・湯梨浜町役場前経由, 橋津線　R179・はわい温泉経由, 松崎線　石脇車庫行"
小竹入口,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
赤碕車庫,琴浦町,琴浦町営バス琴浦海岸線
倉谷入口,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
前谷,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
赤碕地区公民館,琴浦町,琴浦町営バス琴浦海岸線
浜村新町,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
浜村新町,鳥取市,"鳥取市気高循環バス瑞穂宝木線, 鳥取市気高循環バス逢坂線, 鳥取市気高循環バス船磯線"
御来屋駅東口,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
恐竜広場前,日本交通（株）,"橋津線　湯梨浜町役場前経由, 橋津線　はわい温泉経由, 橋津線　R179・湯梨浜町役場前経由, 橋津線　R179・はわい温泉経由, 松崎線　石脇車庫行"
東坪,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
新町二丁目,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
新町2丁目,鳥取市,"鳥取市気高循環バス逢坂線, 鳥取市気高循環バス船磯線"
八千代橋,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋, イオン鳥取北"
木料,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
泊庁舎前,日本交通（株）,"橋津線　湯梨浜町役場前経由, 橋津線　はわい温泉経由, 橋津線　R179・湯梨浜町役場前経由, 橋津線　R179・はわい温泉経由, 松崎線　石脇車庫行"
三軒屋（琴浦町）,琴浦町,琴浦町営バス琴浦海岸線
安長北,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
