停留所名,事業者名,バス系統
第一イヤガイ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
源河,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
源河入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
稲嶺（名護市）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
三土堤,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
奥武橋,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
第二稲嶺,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
嵐山入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
呉我橋,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
真喜屋小学校入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
真喜屋,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
呉我,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
崎本部,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
呉我入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
第二中山,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
仲尾次（名護市）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
仲尾次入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
稲田小学校入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
羽地中学校前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
第一中山,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
川上入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
河知農協前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
親川入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
田井等,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
我部祖河,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
振慶名入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"67辺土名線（共同運行）, 72屋我地線（共同運行）"
名桜大学入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
塩川,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
内原入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
