停留所名,事業者名,バス系統
新保口,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線, 98　海岸線"
新保口,坂井市,浜四郷ルート
あい愛,坂井市,加戸・三国東部ルート
昭和公園口,京福バス（株）,87　芦原丸岡永平寺線
楽円,京福バス（株）,81　池見線
楽円,坂井市,"三国坂井ルート, 加戸・三国東部ルート"
矢地,京福バス（株）,87　芦原丸岡永平寺線
玉江,坂井市,加戸・三国東部ルート
新保南,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線, 98　海岸線"
新保南,坂井市,浜四郷ルート
御簾ノ尾,京福バス（株）,87　芦原丸岡永平寺線
中川,京福バス（株）,87　芦原丸岡永平寺線
稲越,京福バス（株）,86　長屋線
油屋,京福バス（株）,81　池見線
油屋,坂井市,"三国坂井ルート, 加戸・三国東部ルート"
野中,坂井市,加戸・三国東部ルート
野中,京福バス（株）,81　池見線
川崎,京福バス（株）,81　池見線
川崎,坂井市,三国坂井ルート
三国西校前,坂井市,浜四郷ルート
山がいち,京福バス（株）,"16　川西三国線, 80　鶉三国線"
石丸神社前,京福バス（株）,81　池見線
石丸神社前,坂井市,三国坂井ルート
三国西校口,京福バス（株）,98　海岸線
安光,京福バス（株）,86　長屋線
道の駅みくに,坂井市,浜四郷ルート
石丸,京福バス（株）,81　池見線
石丸,坂井市,三国坂井ルート
三国西小学校前,京福バス（株）,"80　鶉三国線, 98　海岸線"
安光,坂井市,坂井（十郷関）ルート
三国西小学校西門前,京福バス（株）,95　新保米納津線
小路・関中,坂井市,坂井（十郷関）ルート
今井,坂井市,三国坂井ルート
山岸,京福バス（株）,"16　川西三国線, 80　鶉三国線"
山岸,坂井市,浜四郷ルート
館,坂井市,坂井（十郷関）ルート
大味中,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
大関駅,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
大味上,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
新東中野,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
大味下,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
瓜生,京福バス（株）,87　芦原丸岡永平寺線
上関,坂井市,坂井（十郷関）ルート
花の町1丁目,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
高柳,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート"
蛸,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート"
木部高柳,京福バス（株）,81　池見線
大関友遊館,坂井市,"三国坂井ルート, 坂井（十郷関）ルート"
花のまち2丁目,坂井市,"三国坂井ルート, 坂井（坂井西部）ルート, 坂井（十郷関）ルート"
島田,坂井市,坂井（十郷関）ルート
ニュータウン黒目,坂井市,浜四郷ルート
北長屋,京福バス（株）,86　長屋線
木部小学校,坂井市,坂井（坂井西部）ルート
