停留所名,事業者名,バス系統
日の出団地前,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
鹿本商工前,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
南島,産交バス（株）,山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前
万田坑,西鉄バス大牟田（株）,16系統
長岩,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
西原交差点,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
西原,西鉄バス大牟田（株）,"2系統, 4系統"
西原（荒尾）,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
鹿本町老人ホーム前,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
坂田,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
焼米,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
録田住宅前,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
万田坑前,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
東郷高野,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
深瀬,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
パナソニック入口,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
鹿本総合支所裏,産交バス（株）,"山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅"
来民中町,産交バス（株）,"山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅"
