停留所名,事業者名,バス系統
発電所上,高知高陵交通（株）,梼原〜松原線
川井橋,高知高陵交通（株）,梼原〜松原線
安和,高知高陵交通（株）,矢井賀〜須崎線
中久保橋,高知高陵交通（株）,梼原〜松原線
ソバ畑,高知高陵交通（株）,梼原〜松原線
仲洞谷橋,高知高陵交通（株）,梼原〜松原線
羽根船場,高知東部交通（株）,安芸-ジオパーク線
程落,（株）四万十交通,萩中〜大野見線
程落,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
白浜,須崎市,須崎市営バス　南〜須崎線
片瀬谷橋,高知高陵交通（株）,梼原〜松原線
初瀬橋,高知高陵交通（株）,梼原〜松原線
初瀬,高知高陵交通（株）,梼原〜松原線
立岩,高知東部交通（株）,室戸-甲浦線
中ノ島,須崎市,須崎市営バス　南〜須崎線
蜂ケ尻,須崎市,須崎市営バス　南〜須崎線
